2.5,5.5,0.0,683.298583984375,source_data
6.5,7.5,0.0,1641.33642578125,source_data
2.5,8.5,0.0,6027.16650390625,source_data
9.5,1.5,0.0,1258.2445068359375,source_data
9.5,1.5,0.0,9871.0869140625,source_data
10.5,3.5,0.0,7321.2802734375,source_data
5.5,1.5,0.0,9893.4111328125,source_data
0.05,0.05,0.5,603.873046875
0.15000000000000002,0.05,0.5,619.1937255859375
0.25,0.05,0.5,635.1611328125
0.35000000000000003,0.05,0.5,651.8161010742188
0.45,0.05,0.5,669.2025146484375
0.55,0.05,0.5,687.3681640625
0.6500000000000001,0.05,0.5,706.3646850585938
0.7500000000000001,0.05,0.5,726.2481689453125
0.8500000000000001,0.05,0.5,747.0794067382812
0.9500000000000001,0.05,0.5,768.9246215820312
1.05,0.05,0.5,791.8558959960938
1.1500000000000001,0.05,0.5,815.9515991210938
1.2500000000000002,0.05,0.5,841.2971801757812
1.35,0.05,0.5,867.9859008789062
1.4500000000000002,0.05,0.5,896.11962890625
1.55,0.05,0.5,925.8095092773438
1.6500000000000001,0.05,0.5,957.1771240234375
1.7500000000000002,0.05,0.5,990.3556518554688
1.85,0.05,0.5,1025.490478515625
1.9500000000000002,0.05,0.5,1062.7413330078125
2.05,0.05,0.5,1102.28271484375
2.15,0.05,0.5,1144.3060302734375
2.25,0.05,0.5,1189.0208740234375
2.35,0.05,0.5,1236.65673828125
2.45,0.05,0.5,1287.4649658203125
2.55,0.05,0.5,1341.7198486328125
2.65,0.05,0.5,1399.7213134765625
2.75,0.05,0.5,1461.7960205078125
2.85,0.05,0.5,1528.298583984375
2.95,0.05,0.5,1599.613037109375
3.05,0.05,0.5,1676.1529541015625
3.15,0.05,0.5,1758.36083984375
3.25,0.05,0.5,1846.70654296875
3.35,0.05,0.5,1941.6826171875
3.45,0.05,0.5,2043.7984619140625
3.55,0.05,0.5,2153.569580078125
3.65,0.05,0.5,2271.50244140625
3.75,0.05,0.5,2398.072998046875
3.85,0.05,0.5,2533.697265625
3.95,0.05,0.5,2678.691650390625
4.05,0.05,0.5,2833.2216796875
4.15,0.05,0.5,2997.23681640625
4.25,0.05,0.5,3170.392578125
4.35,0.05,0.5,3351.957763671875
4.45,0.05,0.5,3540.7138671875
4.55,0.05,0.5,3734.8515625
4.65,0.05,0.5,3931.88037109375
4.75,0.05,0.5,4128.568359375
4.8500000000000005,0.05,0.5,4320.9384765625
4.95,0.05,0.5,4504.3466796875
5.05,0.05,0.5,4673.669921875
5.15,0.05,0.5,4823.607421875
5.25,0.05,0.5,4949.09033203125
5.3500000000000005,0.05,0.5,5045.755859375
5.45,0.05,0.5,5110.4150390625
5.55,0.05,0.5,5141.43505859375
5.65,0.05,0.5,5138.95068359375
5.75,0.05,0.5,5104.8681640625
5.8500000000000005,0.05,0.5,5042.65087890625
5.95,0.05,0.5,4956.943359375
6.05,0.05,0.5,4853.10302734375
6.15,0.05,0.5,4736.7294921875
6.25,0.05,0.5,4613.2587890625
6.3500000000000005,0.05,0.5,4487.66015625
6.45,0.05,0.5,4364.255859375
6.55,0.05,0.5,4246.640625
6.65,0.05,0.5,4137.69140625
6.75,0.05,0.5,4039.626220703125
6.8500000000000005,0.05,0.5,3954.10009765625
6.95,0.05,0.5,3882.30615234375
7.05,0.05,0.5,3825.078857421875
7.15,0.05,0.5,3782.9853515625
7.25,0.05,0.5,3756.401611328125
7.3500000000000005,0.05,0.5,3745.5732421875
7.45,0.05,0.5,3750.657958984375
7.55,0.05,0.5,3771.75537109375
7.65,0.05,0.5,3808.9169921875
7.75,0.05,0.5,3862.145263671875
7.8500000000000005,0.05,0.5,3931.37353515625
7.95,0.05,0.5,4016.43310546875
8.05,0.05,0.5,4117.0
8.15,0.05,0.5,4232.52783203125
8.250000000000002,0.05,0.5,4362.1591796875
8.350000000000001,0.05,0.5,4504.6220703125
8.450000000000001,0.05,0.5,4658.1162109375
8.55,0.05,0.5,4820.19677734375
8.65,0.05,0.5,4987.6669921875
8.750000000000002,0.05,0.5,5156.51220703125
8.850000000000001,0.05,0.5,5321.8916015625
8.950000000000001,0.05,0.5,5478.22509765625
9.05,0.05,0.5,5619.40185546875
9.15,0.05,0.5,5739.11767578125
9.250000000000002,0.05,0.5,5831.333984375
9.350000000000001,0.05,0.5,5890.81005859375
9.450000000000001,0.05,0.5,5913.6279296875
9.55,0.05,0.5,5897.6181640625
9.650000000000002,0.05,0.5,5842.6015625
9.750000000000002,0.05,0.5,5750.388671875
9.850000000000001,0.05,0.5,5624.53857421875
9.950000000000001,0.05,0.5,5469.9345703125
10.05,0.05,0.5,5292.25732421875
10.150000000000002,0.05,0.5,5097.451171875
10.250000000000002,0.05,0.5,4891.26953125
10.350000000000001,0.05,0.5,4678.93017578125
10.450000000000001,0.05,0.5,4464.91064453125
10.55,0.05,0.5,4252.857421875
10.650000000000002,0.05,0.5,4045.591064453125
10.750000000000002,0.05,0.5,3845.1748046875
10.850000000000001,0.05,0.5,3653.015869140625
10.950000000000001,0.05,0.5,3469.98046875
11.05,0.05,0.5,3296.508056640625
11.150000000000002,0.05,0.5,3132.713134765625
11.250000000000002,0.05,0.5,2978.473388671875
11.350000000000001,0.05,0.5,2833.501220703125
11.450000000000001,0.05,0.5,2697.40087890625
11.55,0.05,0.5,2569.7109375
11.650000000000002,0.05,0.5,2449.937255859375
11.750000000000002,0.05,0.5,2337.57568359375
11.850000000000001,0.05,0.5,2232.128662109375
11.950000000000001,0.05,0.5,2133.115234375
12.05,0.05,0.5,2040.0777587890625
12.150000000000002,0.05,0.5,1952.5865478515625
12.250000000000002,0.05,0.5,1870.24072265625
12.350000000000001,0.05,0.5,1792.6688232421875
12.450000000000001,0.05,0.5,1719.5277099609375
12.55,0.05,0.5,1650.501953125
12.650000000000002,0.05,0.5,1585.301513671875
12.750000000000002,0.05,0.5,1523.6600341796875
12.850000000000001,0.05,0.5,1465.333251953125
12.950000000000001,0.05,0.5,1410.09716796875
13.05,0.05,0.5,1357.74560546875
13.150000000000002,0.05,0.5,1308.08935546875
13.250000000000002,0.05,0.5,1260.954345703125
13.350000000000001,0.05,0.5,1216.1800537109375
13.450000000000001,0.05,0.5,1173.6185302734375
13.55,0.05,0.5,1133.133056640625
13.650000000000002,0.05,0.5,1094.5970458984375
13.750000000000002,0.05,0.5,1057.8934326171875
13.850000000000001,0.05,0.5,1022.9136962890625
13.950000000000001,0.05,0.5,989.5568237304688
0.05,0.15000000000000002,0.5,609.869873046875
0.15000000000000002,0.15000000000000002,0.5,625.4570922851562
0.25,0.15000000000000002,0.5,641.7094116210938
